chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr5	171390232	173609103	0.0127301018234642	38	0.208290392539998	1.78832096223006	55204	6.8390517736018	11	11	0	-6.77444494623628
chr5	173949503	181243374	0.498807088502946	175	0.1701470844441	2.19424063925935	313593	8.06373662128569	6	3	3	-6.73463325492954
chr6	335251	29928085	0.371737990958197	570	0.132927764869044	1.50665341428757	736206	5.70659694049174	3	2	1	-6.73641491123162
chr6	29928167	29942975	0.14297190727964	24	0.0688027926421764	5.83831805520184	1852	6.44855669481368	17	15	2	-6.73305120965331
chr6	29943279	31161264	0.294176880855936	156	0.105325752323751	2.16107330304138	137706	5.79485342274953	8	6	2	-6.74322086818993
chr6	31161839	32584308	0.44657851141648	496	0.130093775470848	2.40299867933546	244843	6.05600854755319	7	4	3	-6.73580593213852
chr6	32584315	32666415	0.273104199636367	97	0.0789575675007516	2.21499025155132	4364	5.62384737849036	12	9	3	-6.73390156111873
chr6	32730793	57968550	0.368623195448183	851	0.139470433425721	1.6966376710405	1183763	6.01734917064927	3	2	1	-6.7449481151293
chr6	62047746	89662267	0.498849215471658	329	0.157272696757504	0.99544021521879	509517	3.71367402782315	2	1	1	-6.75548684137266
chr6	89664759	170639922	0.394500323641372	994	0.157594906348851	1.31783822817891	1859086	5.33564699274889	3	2	1	-6.76411694549943
chr7	512391	57818033	0.151398051157998	871	0.0884797639147235	1.45306146418134	1286938	5.22060474494411	3	3	0	-6.73716443452613
chr7	63209193	100956488	0.151016851238404	709	0.0930604257792459	1.76125152261694	1186465	6.34917510297221	3	3	0	-6.75052106427364
chr7	100957047	100964852	0.496652451674457	95	0.079457666192038	1.48819748390164	4599	4.22412817293581	4	2	2	-6.73410687276247
chr7	100965208	142328294	0.145352549419729	768	0.0861101980229566	1.45010264057624	1213801	5.75235087857314	3	3	0	-6.73374461029956
chr7	142345285	142346093	0.420512809167446	10	0.0239631661792288	1.10902191096042	808	1.94121066212844	5	3	2	-6.73379915337516
chr7	142349113	142507523	0.498516004144023	121	0.104715741421132	1.27651585478798	20179	5.6041892906528	2	1	1	-6.73318806587778
chr7	142512116	158926114	0.147218168573685	336	0.103596276367718	1.52400085341492	474722	5.28070318601009	3	3	0	-6.73342293169616
chr8	213226	26041049	0.498878448375048	661	0.138928061827616	1.84017130296372	614387	6.45600656847069	4	2	2	-6.73307766806658
chr8	26041858	27010650	0.105477441090673	9	0.187619147328956	1.89011325161219	23804	5.9816948864044	5	5	0	-6.73425365014118
chr8	27010816	29179944	0.49885103622483	97	0.126705923729901	1.67349813965515	115543	6.1639503654342	4	2	2	-6.73342034758467
chr8	29186613	43503866	0.498808055567919	179	0.189978296121691	1.94585347796193	395283	6.98392847158627	4	2	2	-6.73351077859855
chr8	46433404	51833352	0.49874726948011	37	0.213100073066954	1.62038134292089	99171	5.5165180606044	4	2	2	-6.73490701808008
chr8	51833593	54696517	0.476275573055999	30	0.141542910109616	1.62341257093272	61009	5.30420605411916	4	2	2	-6.7508739087994
chr8	55792921	56312456	0.497900469532408	9	0.214376421278087	1.97120973549741	21226	6.56691388691947	4	2	2	-6.73311679897466
chr8	56477012	66468442	0.498846481238308	80	0.154012644865547	1.76874347419136	143997	6.30645772708295	4	2	2	-6.73336139686843
chr8	66509939	67102893	0.49777295618909	9	0.227134566086078	1.99296083269402	36218	7.9287292472832	4	2	2	-6.7331191424445
chr8	67153929	79571320	0.498886496221452	156	0.123539754437126	1.65656003584919	216810	6.20918062687327	4	2	2	-6.73541550737997
chr8	79655268	81627045	0.497882381100668	9	0.251226878427537	1.75858723577955	37308	6.03273586034774	4	2	2	-6.73315435154028
chr8	81660414	81849016	0.416587447765094	11	0.0379243265656036	1.56379330281079	12827	4.80224804188533	5	3	2	-6.73761666959605
chr8	85251075	90925794	0.498091954499189	23	0.211798920225519	1.8095113314594	100349	6.81231712441279	4	2	2	-6.7331128971247
chr8	90928218	98032300	0.498858819266266	104	0.159147380215869	1.72024821044694	166046	6.46450936574697	4	2	2	-6.7335932030726
chr8	98127409	99849107	0.497936336221577	11	0.230661814627547	1.59361902328823	60605	6.20371801299648	4	2	2	-6.73367141879226
chr8	99892013	105196739	0.498833936505908	87	0.155624149697251	1.77163585137854	164676	7.00854189759048	4	2	2	-6.73318228221233
chr8	105418448	108228097	0.497763402661315	9	0.201576563893502	1.38773078570244	30090	5.01595099637616	2	1	1	-6.73565974144178
chr8	108241700	119601582	0.49656811098605	86	0.142317373313739	1.48793542587178	154857	6.00040624675705	4	2	2	-6.7423079412723
chr8	119607793	119778064	0.498272767104901	9	0.21008536624694	1.54490576066764	8650	6.8302802318683	4	2	2	-6.733141051011
chr8	119781056	120198011	0.470303501476115	27	0.0594888483408704	1.80055720205311	18712	7.02236921572194	15	8	7	-6.74005615701327
chr8	120199608	122834073	0.497921354640743	9	0.205750118131463	1.64589435026399	44164	6.70126033319892	4	2	2	-6.73356825523695
chr8	122952191	138661970	0.489892396067737	272	0.1580472859469	1.82877535109914	330686	7.54963781674418	4	2	2	-6.73550304928879
chr8	138663520	144903912	0.49861679237689	104	0.16570130567835	2.06787019280883	160125	25.6571780035487	4	2	2	-6.7331426049736
chr9	123325	19705728	0.49886142252962	257	0.159946717553771	1.01667119154515	401796	4.27010299492182	2	1	1	-6.74168490490575
chr9	20353322	21141756	0.497786187664343	9	0.21395722573553	0.940153703229756	31529	4.43571479334676	2	1	1	-6.73399890188408
chr9	21166005	35231050	0.49885784026449	203	0.128194868666939	1.21226215787408	286864	4.35098152922165	2	1	1	-6.73469131115974
chr9	35236842	43119434	0.498678384129106	159	0.14730612890646	1.54991965515442	255896	5.64343675555104	4	2	2	-6.73770231616722
chr9	62843856	69237844	0.410179086356773	81	0.13269119329397	1.51918221405263	80426	4.48668716212226	3	2	1	-6.7606294277221
chr9	69248059	99149374	0.498889713568787	480	0.135892284085754	1.09659166115977	801727	4.17423729857688	2	1	1	-6.73472517704657
chr9	99833097	104127170	0.0561309031402998	22	0.216511624514213	1.07491379258389	84274	4.16453158878092	4	4	0	-6.82392206351282
chr9	104455463	127578974	0.498892893701009	465	0.146085448675747	1.10629844526983	773324	4.51583370070691	2	1	1	-6.7337301828636
chr9	127669659	127935919	0.361686476162966	13	0.170247557307677	1.40105750576611	23885	3.26924771418936	6	4	2	-6.7384339709421
chr9	128152155	138177100	0.498774784023158	281	0.151313828792794	1.25792259777372	465072	3.76410893107427	2	1	1	-6.73707337191538
chr10	47663	35280380	0.184984903518326	750	0.0974319913302578	2.6863826782	997300	9.78032316173336	7	6	1	-6.7422193893754
chr10	37144889	38982252	0.141489048589581	90	0.0570157172189171	4.35113627325135	64463	13.2734318326782	10	9	1	-6.73396601841102
chr10	42177029	73529601	0.498859372845122	544	0.135058216562785	1.11368406533368	803895	4.08791120141471	2	1	1	-6.73375563824727
chr10	73632065	73847410	0.0543596197256807	9	0.107598533653784	1.99688092235525	39850	4.31518125822839	10	10	0	-6.73631299409385
chr10	73853123	91993870	0.463498860584361	230	0.145418127552141	1.13839883961575	397540	4.44055534693566	2	1	1	-6.77060057413304
chr10	91994446	94820282	0.498434416891931	49	0.194765896018016	1.18331005314043	159994	5.16722211462169	2	1	1	-6.73315081878422
chr10	95006916	100218126	0.496434966089632	159	0.140235378519204	1.20429259086812	276542	4.83014090133208	2	1	1	-6.73380222883347
chr10	100218237	101020793	0.498153871147742	24	0.192754104826684	1.76726538168169	66118	5.4759303736915	4	2	2	-6.73311771828663
chr10	101023388	102732950	0.498832387287901	56	0.150712985160881	1.45608743356959	117824	4.87165333470177	4	2	2	-6.7355331144771
chr10	102737928	105263487	0.498442169055927	37	0.216196603746385	1.21010001392667	143695	4.32747922857344	2	1	1	-6.73333677804631
chr10	105685692	133689448	0.498855676664267	374	0.162025036624007	1.12575232217092	643389	4.60958940210622	2	1	1	-6.73321149764221
chr11	198450	4242362	0.329611358972979	171	0.130497801364585	1.71081550441592	144771	5.08807399003725	4	3	1	-6.74904889640601
chr11	4338747	8683164	0.375496017557888	292	0.0962357566533136	1.26239843470122	277077	5.25317435643622	3	2	1	-6.73821262904171
chr11	8685092	9727863	0.497671132152984	13	0.117873791697861	1.64334406656265	74211	6.03517217129627	4	2	2	-6.73350310355807
chr11	10487391	33864748	0.353978487656825	407	0.153607789941005	1.36466350052905	604441	5.30952850246643	3	2	1	-6.75663521483777
chr11	34079485	34470762	0.497823374404206	9	0.186717775741298	1.62740726248877	31239	5.96818214013998	4	2	2	-6.73321881694781
chr11	34480798	47281724	0.498850501173362	166	0.154721866015419	1.82858899150217	282173	6.61211597444877	4	2	2	-6.73308484118326
chr11	47282218	49171334	0.111273589886358	20	0.171707485353189	1.93816097746107	136547	7.16555172631975	4	4	0	-6.73381355357655
chr11	49364044	50422246	0.472037008061021	37	0.112649000427422	2.33636870276436	30485	7.08188273514574	13	7	6	-6.7429188934229
chr11	54591798	57237103	0.498887669838588	189	0.108669927827363	1.33380527772237	116528	4.46847512462661	2	1	1	-6.73501965101887
chr11	57237196	58119610	0.497968338516182	14	0.223239646031881	2.45591650282173	71549	7.51811914126644	6	3	3	-6.73309461971612
chr11	58191303	64600956	0.498872591819623	281	0.155366825472974	2.24419890356689	501282	7.49399141904362	6	3	3	-6.73422617226084
chr11	64635223	67489287	0.498362635514577	79	0.210647702095045	2.65690188983324	304701	6.09661079067266	6	3	3	-6.73313382499865
chr11	67521123	71565785	0.495949671353017	83	0.159226959111161	1.96887779107082	134147	5.45736954916188	4	2	2	-6.73373854465765
chr11	71568985	72097602	0.0653167976561733	9	0.0980726771328284	2.4419207182124	39493	7.64781683867095	8	8	0	-6.7335646273966
chr11	72158992	85745660	0.498875559283069	252	0.141756564990222	1.76991734054903	414052	6.40404566991738	4	2	2	-6.73344882434676
chr11	85895246	87095869	0.498043636832727	10	0.219096122994249	1.83977194464605	46177	6.98547600421727	4	2	2	-6.73307794519614
chr11	87095926	92843904	0.498798982647205	62	0.140267042474894	1.8467265540315	99066	6.45461208791058	4	2	2	-6.73307385617904
chr11	92880531	94082276	0.498221219976068	28	0.199471905303206	1.74571211892321	37612	5.33129404991772	4	2	2	-6.73316152198061
chr11	94093756	102797955	0.494292051878573	121	0.166154621556136	1.59523089737815	166504	6.61367241137306	4	2	2	-6.7363418735574
chr11	102797956	103143107	0.497846247465221	9	0.209456107839115	1.59854375130387	24889	5.43532274989381	4	2	2	-6.73324184912103
chr11	103143225	104918000	0.498931496785422	37	0.0882048104617236	1.44197968201247	34253	5.26203290475495	2	1	1	-6.73521759090688
chr11	104975252	112037140	0.498627763941395	57	0.220821119442819	1.66766496157531	231879	6.72429474597449	4	2	2	-6.73405288787812
chr11	112071235	123805289	0.498878371733381	404	0.158625774556299	1.9995960977359	583314	7.18133870211838	4	2	2	-6.73389465737875
chr11	123805523	124516887	0.499469169472213	67	0.0475247085156074	1.33789148703801	44244	5.75113312628101	2	1	1	-6.73342991732596
chr11	124569844	124877831	0.498030553973821	9	0.207409618870485	2.39946013169065	27857	6.73417420332158	6	3	3	-6.7331002734668
chr11	124877941	124924689	0.499432361542712	11	0.0688245463611507	2.39390030535704	11952	6.02232229808732	6	3	3	-6.73307389194462
chr11	124958997	125595780	0.00521147293257251	11	0.205629278070998	1.93555903488408	26980	5.87566896008078	17	17	0	-6.76045518692208
chr11	125602147	126263746	0.498870257401237	43	0.0826492542301877	2.09593508209775	44794	8.12235401131976	4	2	2	-6.73323624158791
chr11	126264691	126716068	0.498392601571399	16	0.193332873562672	2.27528093752986	18399	4.88730417607724	6	3	3	-6.73322556171138
chr11	128463320	134203259	0.457942211695494	69	0.15561389581101	1.64505283238882	126068	5.32117274269389	4	2	2	-6.77820371439513
chr11	134203360	134780714	0.497888077455042	11	0.190987053345127	2.91860353503173	25371	7.14070051750756	8	4	4	-6.73318834827936
chr12	13508	441604	0.498046923958428	19	0.179566730009531	1.55393622866515	36563	7.38061707778801	4	2	2	-6.73324336755017
chr12	548238	34023822	0.380773049820168	855	0.145809574504562	1.53456634800952	1326025	5.87816744669805	3	2	1	-6.73344316901033
chr12	38316721	110388658	0.38863234772841	1382	0.160971830409704	1.58778147041637	2689088	5.6921951549121	3	2	1	-6.7389499688113
chr12	110436969	112894426	0.498150138488881	42	0.2018060095865	1.62716528880791	154593	5.86774088355778	4	2	2	-6.73378055614016
chr12	112910856	133203723	0.40097520179875	447	0.145821411975635	1.68859825912664	727559	6.26123866654173	3	2	1	-6.74810339023556
chr13	18173283	18178178	0.499033138689192	27	0.0909138003183185	0.967225772275658	2289	2.92819423569328	2	1	1	-6.73310698100072
chr13	18254036	114325924	0.191663991577295	985	0.0962310448580389	1.03807733501686	1685032	3.7965929386343	2	2	0	-6.76903943019314
chr14	18601430	19936079	0.312288747132474	77	0.101064784011679	1.22526239228168	37612	4.24495748542999	4	3	1	-6.74132942025567
chr14	19936577	21353662	0.498881133260181	154	0.11081114855581	1.24808371619928	120709	4.62997660300402	2	1	1	-6.73340717399565
chr14	21354633	21487771	0.497831194697449	9	0.213542735769681	1.01539313412411	32156	3.99681352081218	2	1	1	-6.73316010520137
chr14	21492159	22112809	0.370750339822181	68	0.079658570963877	0.916315269988457	55533	2.85867802229252	3	2	1	-6.75521179906241
chr14	22113185	104878424	0.498891033424388	1280	0.156420659662505	1.13849535901579	2387874	4.96957769819304	2	1	1	-6.73307348997521
chr14	104938047	106874951	0.498816774852926	252	0.117582583722311	1.05175498657375	109707	3.967055453847	2	1	1	-6.73358514690719
chr15	19943494	47581408	0.271647174254085	540	0.128402288336186	0.834655464534844	1027906	3.28237331376731	1	1	0	-6.73870848337118
chr15	47761032	101876287	0.39543449575418	1328	0.149230827779276	1.47303400317367	2090426	5.63129929579248	3	2	1	-6.73835368875484
chr16	29914	2325960	0.498153867279866	22	0.206475017618193	1.60153832562649	76130	5.57672725171603	4	2	2	-6.73399316592078
chr16	2328595	23380332	0.498862940056256	518	0.152427362142211	1.25428427466369	787013	4.80076684108118	2	1	1	-6.7379281284291
chr16	23493590	24093100	0.497842577449104	12	0.210662213464632	1.44816653809401	31906	4.71335362510422	2	1	1	-6.73400958118792
chr16	24094492	28933379	0.498837393371531	130	0.13315583317813	1.23061926794964	177683	4.71946070262905	2	1	1	-6.73381267479147
chr16	28936055	35908377	0.498689965718362	115	0.181944436661407	1.68582209477473	288140	4.23400741588184	4	2	2	-6.73505606474888
chr16	46390611	89920200	0.270100763924621	829	0.124539097046362	0.844404460086202	1278083	3.20510293182328	1	1	0	-6.74640219782901
chr17	219577	3026098	0.219003090821029	71	0.117172888136658	1.07439953909584	127335	3.68832429100245	2	2	0	-6.77002091895648
chr17	3062561	3240689	0.4997941010833	9	0.02386943652456	2.0030478616898	8319	10.154381890112	4	2	2	-6.73308099148693
chr17	3292679	8828486	0.104199395586945	360	0.0677201349831921	2.82831080150058	639894	7.99612336100038	5	5	0	-6.74059911981453
chr17	9179764	20948351	0.182648102787789	328	0.116264090184237	1.17343090415604	564027	4.01383393134512	2	2	0	-6.73576232463406
chr17	21011234	21301116	0.496878453455133	22	0.0659708875842823	1.00847286282122	8085	3.12575265951913	2	1	1	-6.73464590620321
chr17	21302094	22301687	0.254393643246166	53	0.115871628959283	1.64710213883822	9987	3.91155391767575	5	4	1	-6.73731901518302
chr17	25920193	47054389	0.178899828133801	911	0.106541219180289	1.43790893480844	1438182	5.17263591064384	2	2	0	-6.764693042501
chr17	47054743	49045683	0.000223222210228857	17	0	1.44835701966625	132603	4.8824681090385	0	0	0	-Inf
chr17	49159289	83048511	0.176236859165602	645	0.110687601778786	1.29130684547356	1393765	4.68688140885594	2	2	0	-6.75634198070248
chr18	47974	2934538	0.401860366329738	60	0.163674345097018	1.43951378063202	83578	5.00996685566805	3	2	1	-6.7422373541991
chr18	2937648	9888072	0.467727300499367	111	0.106454831370075	0.993103775938139	160734	3.90888450454404	2	1	1	-6.79295823542317
chr18	10485360	15271667	0.372772891300111	116	0.152800547107665	3.08589959924805	153750	9.49983098579399	11	7	4	-6.73718797832442
chr18	20951161	46864374	0.100977118901107	255	0.0790607662199649	1.7837951148291	541108	7.32967456661251	5	5	0	-6.74651219658318
chr18	47033929	80136961	0.237302033501469	309	0.112056844378388	0.823159924796915	488906	3.22277295024818	1	1	0	-6.80518638943333
chr19	111016	23358883	0.203352107383903	1168	0.106414565915891	1.5276637881842	1530229	5.27991648123132	2	2	0	-6.78465896498795
chr19	23359895	24163431	0.498619581104233	14	0.190007171640244	2.65176811225291	29104	5.47105204529918	6	3	3	-6.73308278245229
chr19	27805500	32646687	0.498028737762788	19	0.223200261480909	1.85720932418054	63531	5.58792308419194	4	2	2	-6.73307827588794
chr19	32833183	35309817	0.498839788508527	127	0.146549946738779	2.39445077523466	132490	7.02256080172449	6	3	3	-6.7331971162046
chr19	35310437	36182314	0.498584065007102	54	0.190076831719896	2.72506822401459	124297	6.15449815611403	6	3	3	-6.73311907332513
chr19	36183403	37822735	0.47087555295899	74	0.101785832064358	1.96482741073411	98786	6.79413135957379	13	7	6	-6.75393011471797
chr19	38110014	38700436	0.49783316801844	16	0.169827547333562	3.06281719944818	78839	7.61613149695569	8	4	4	-6.73315225313516
chr19	38700743	39899666	0.498735680940308	102	0.160971634800205	2.92955557557005	126159	7.6391077029697	8	4	4	-6.73321126242844
chr19	39902109	40523757	0.497948212604098	12	0.184168154388616	1.99802886291722	51876	6.15442124289142	4	2	2	-6.73316322605969
chr19	40529005	41809790	0.498827478331752	94	0.138352303457091	2.52280106493722	138378	8.75763446274102	6	3	3	-6.73307462092459
chr19	41829459	42669268	0.00201653996729301	17	0.0135819950020346	2.52938577494598	93879	6.49532255973236	20	20	0	-8.48056707165596
chr19	42765547	43738003	0.498840622458825	166	0.136669717906437	2.12184922583571	103591	7.34757668900646	4	2	2	-6.73327738366041
chr19	43747607	44108078	0.479652404739993	55	0.0400711236365409	1.45591253886676	41747	6.44116220831834	19	10	9	-6.75335873224948
chr19	44115999	46353758	0.498789206535817	134	0.196375703008618	2.35798732176002	193734	7.90143483510331	6	3	3	-6.73319354650751
